question,answer,image_id
what are the objects on the floor,"bag, suitcase",image82
what is the object in front of the wall,bed,image74
how many doors are open,1,image915
what is the largest object,grill,image137
what is the object kept on the floor,computer,image472
what is the largest object,sofa,image618
what is on the left side of the sink,bottle_of_hand_wash_liquid,image847
what kind of toothbrush is close to the sink,electric_toothbrush,image509
how many chairs are there,1,image1058
what is the object close to the floor,floor_mat,image1182
what is on the left side of the monitor,cordless_phone,image895
how many items are there on the poster board,8,image36
what are the objects hung close to the door,clothes,image62
how many televisions are there,1,image169
what is on the right side of the stove,"knife_rack, knife",image779
what is object close to the counter in the middle,stove,image908
what is the object on the counter close to the side wall,printer,image25
what is on the top of the cabinet,"candlestick, toy_dog",image590
how many chairs are visible,2,image629
what is the object close to the wall above to the table,window,image1162
what is the object on the floor right of the counter,stool,image735
how many bottles are there,3,image692
what is the object on the floor in front of the plant,sofa,image14
what is the object close to the wall above the bed,window,image1162
what is below the kitchen hood between the cabinets,oven,image882
how many pillows are there on the bed,2,image1133
what is the object close to the floor,bathtub,image736
what color is the tissue box,purple,image501
what is in front of the bottle of liquid,cream_tube,image691
what is the colour of the markers on the white board,"blue, red, green",image439
what is on the right side of the shelf,door,image414
what is on the right side of the bottle of liquid,plate,image835
how many drawers are there,16,image423
what is the object behind the floor mat,bathtub,image683
what is the largest black object in this picture,sofa,image488
how many black monitors are there,1,image29
what is beneath the table,drawer,image563
what is on the right side of the blinds,wall_decoration,image556
what is the object close to the floor,floor_mat,image673
what is above the oven on the top right of the kitchen counter,range_hood,image902
what color is the garbage bin in front of the white board on the floor,blue,image28
what is on the corner of the table,electric_mixer,image567
what is the object on the table,fruit,image768
how many machines are there,3,image10
what is in between the chair and sofa,stool,image619
how many doors are there in total,4,image37
what is the light pink object next to the sink,hair_brush,image44
what is the largest object,toilet,image506
what is the object close to the wall,wall_decoration,image1274
what is the object close to the wall above the counter,mirror,image738
what is the object next to the sink and in front of the glass,toothpaste,image44
what is on the left side of the fan,television,image595
what is the largest object on the cabinet,flask,image198
